明天要上課,11
"雞塊急需一個人幫忙刷讚
來超越海哥(我現在是第6 QQ)",11
我就色!,11
我就壞!,11
我就有病！,11
我就龜毛！,11
小羊哥是我學習的對象,11
 我就俗辣,11
我就沒錢,11
中榮蒸蚌！ 幸福職場！,11
中榮蒸蚌！,11
我就不會回答,11
元溢只會跟你說: 蜂蜜就是讚!,11
在敌方水晶按回城,11
我食飯先喇! 腦細lunch time行緊過嚟,11
有臉說台灣被吃豆腐 沒臉說台灣心甘情願喜歡舔共,11
佑寶愛妳喔,11
如果你覺得自己很低能，想想遊戲廣告的玩家,11
你就棒,11
我想不到要做什麼梗圖了!! 淦! 我就爛,11
中國學生現在只能每天上線3小時，週五六日各一小時，而且只能在20:00～21:00上線 我： 林北不是中國人，林北是臺灣🇹🇼人，關我屁事 這是我第一次用手機做梗圖，做得不好請見諒～,11
我這個人天生嘴笨會不小心得罪人 我嘴笨我道歉 但有些人就是 就算我不嘴笨也想千方百計得罪他！！,11
眼鏡讚,11
當別人說他開學沒辦法做圖時 我就自由,11
當你看到這張梗圖的時候，你己經出生了同意的請點讚,11
有一天，我女友 等等...... 我沒有女朋友!,11
你好，我是傑梗製作大師 傑梗我最會 是個萌新，製作了一些梗圖 按下追蹤和通知，不會錯過最新梗圖喔 希望大家可以多多按讚 還有，想製作傑梗的話，主題分類請選大家最喜歡的傑梗來囉喔 謝謝大家 @傑梗我最會,11
奶子！！,11
感謝小企鵝,11
"我今年指考的時候 
被監考老師趕出去
因為我裸考",11
"只要妳對這張梗圖按讚 
我就會幫你的十張梗圖按讚
三天後截止！
(只要妳不是像三千，令娘那種人都可以
請在留言區打已按讚",11
我就Duck 阿達馬孔固力,11
看到一堆國際拳擊日慶祝文卻忘記發文的小編： 我就忘!,11
我就不會演戲！,11
程式設計： 我就懶,11
我的排名在下降 所以我開了這個帳號,11
我就醜,11
我就泡槍,11
一張不賣奇蹟自來,11
好耶，第三百張梗圖 讚數也破一千，到一千二了 超越藤原下海，逼近那女的是誰 指日可待 感謝您的支持,11
"人吃肉是食物鏈
天經地義
氣候暖化關我屁事
地球毀掉直接
人類重啟文明！
我就爛~咬我啊~ 國中程度吃肉屁孩",11
我就辱華！,11
就差52個讚就能破一千讚了 我傑哥，需要你的讚 可以幫我超越藤原下海嗎？,11
 我就窮,11
"小粉紅的邏輯這麼好，
是美術老師教的嗎? 讓我都不用想梗
梗就自己來了 感謝美術老師
對梗圖界的貢獻! 只要跟粉紅有關的梗圖
都爆笑不知道為什麼",11
喜歡蘿莉沒有錯 錯在人設,11
接下來我會全面支援那女的是誰 我贏了選舉！感謝各位的支持！ 敬請期待！,11
我們回來了 誰是馬拉拉？,11
追蹤我拜託ww 祝你的梗圖都很U質ouo,11
感謝觀看 生活愉快,11
我就特別!,11
干你娘啦老师,11
"求追蹤
差一個就50追蹤了 那女的是誰需要你的支持",11
"做完梗圖之後
第一件事就是幫自己按讚",11
 我就呼麻,11
因為你實在是太爛了 直到遇見你 我才知道這世界有多美好 @呵呵,11
開連點器的我比一個沒開的人點的還少 我真他媽爛,11
當台灣首都一把火燒掉後 台北還有甚麼臉敢自稱自己是一個首善之都?,11
我就煩！,11
沒錯，你（大概）花了0.01秒到1世紀的時間看到這張梗圖 而且還大概花了8MB的流量 而且你還是很爛，對吧,11
我就雲,11
秒倒我就爛,11
"站長大大 可以做個小鈴鐺分類嗎
最近不能常常上線
可能會錯過一些留言",11
計畫通！,11
你可以的!你超棒!,11
大家好棒棒,11
"為什麼
那女的是誰的梗圖會那麼讚",11
第一劑+第二劑施打數除以人口總數 男女生平均各一顆睪丸 台灣疫苗覆蓋率計算方法,11
我就免費仔,11
還有什麼比這更棒 絕對是一根大拇指,11
就是他 還不帶口罩，等著罰錢吧！,11
我就爛 當淹水時 天氣,11
"華國藝人被小粉紅出征?
我要看到血流成河!!",11
我就罔顧我就壞,11
"你可以繼續維持你那屎爛的生活習慣
然後同時對學生講出這種話 加油，你行的
努力啊
考試、訂正、檢討，這就是進步啊",11
讚哦!!!,11
我就忘了問！ 有幾批GD疫苗送給食藥鼠了？ 餵符部,11
就發在「我自己做的」就好了啊 如果你不知道做好的梗圖要發在哪裡,11
我就爛 想不到梗圖了,11
现在的我： 太好了！加速加速！,11
"別假了，在家工作最爽的
就是可以在中午休息時間快速尻一發",11
小戴第一啦！,11
我就暈,11
我就爛,11
"因為我爽啊!! 成績不好 
還想把咩
還想四處看妹子
還想耍帥
你只個宅宅!!",11
"你的東西就是
我的東西, 
我的東西還是
我的東西! 我就霸!",11
巨蟹座就是渣！,11
我就韭菜!,11
我就辣死你,11
我就是韭菜,11
你的錢沒有不見 只是變成你喜歡的形狀,11
"恭喜沒錢，帳單一堆，
美女沒追，單身永遠，
沒錯就是說你，歡迎加入單身族",11
我他媽就爛⋯⋯ 還爛到不會做梗圖啦 阿嘶～～～～,11
梗圖 #429662,11
我單身我驕傲,11
長輩文: 早安祝你有美好的一天,11
沒有人： 問網友攻略時： 網友：你有xxx嗎？ 我：沒有欸 網友：那你有ooo嗎？ 我：也沒有欸 我的內心： 我就非！！！！！！！,11
梗圖 #429113,11
我就偷電,11
"相信政府相信黨 
相信未來沒將來",11
我就賤,11
微鼓勵,11
大家一起爛死!,11
我就奴,11
爛到有剩 當有人問你你的人生過得如何時?,11
我就爛!,11
面對課金隊友，我就爛,11
當別人叫你戴口罩你卻不聽 口罩:你為什麼恨我???,11
你說誰爛,11
我最牛,11
康橋物品：我就貴,11
小萌科技 我就(擺)爛,11
我就 國民黨 我就 反動派,11
"我就爛！ 玩P5R時：
亞森：",11
我就尷尬,11
正片開始,11
我割包皮沒打麻醉,11
"實驗新功能上線：話題部落

可以自由開設討論版、成為版主

自由針對各種主題建部落～ 如果有想開設的主題

可以直接自己建立新部落哦

歡迎逛逛看話題部落！ 歡迎來加入！
站長的部落！",11
"本土+104；

死亡+24。 確診又變多了，幹",11
第一次看到梗圖產生器 海綿寶寶的表情,11
一定是大拇指啦,11
我就懶！,11
韓國瑜 爛,11
ＣＣ就是爛！,11
我就辱華,11
你再講一句話 我就爛爆你,11
發大財,11
免費讚啦,11
只有穿裙子的女生 有資格站在玻璃地板上 @yang-hung,11
"少出門
多做愛",11
別吵別吵 下一個會更好,11
我就爛，我驕傲,11
我就異世界轉生 動漫,11
我就愛打赤膊拍網美照 天然的尚好,11
我OK，你先請！,11
"新功能上線：
留言區可以插入圖片 點擊插入圖片按鈕
或是直接貼上網址，都可以～
在這串底下的留言區
試試看這個功能吧！",11
我就洨腦 下半身思考不意外，科學家發現大腦與睪丸組成蛋白相似度極高,11
我就臭DD,11
高雄發大財 韓黑粉：發財個屁,11
 我就胖,11
我今天给你傳了99條訊息，你終於回我了，你說“傳你媽啊”。我一下就哭了，原來努力真的是有用的，你已經開始考慮見我媽了，你也一定是喜歡我的吧。,11
候昌明 我就愛打疫苗,11
我就是skr,11
梗圖 #415702,11
就是我很廉價 我有一個特點,11
我就找碴！,11
真相男孩! @東部真相群組製,11
最棒的告白方式 在喜歡的女生貼文下面留言說好人一生平安！,11
我就討厭中國,11
這是一張梗圖 沒錯,11
"如何提升平板cpu
許多廠商：增加核心數、採用其它製程、加強散熱、加強單核....
 Apple:直接把m1放在平板上",11
我就沒理智 讚!!!,11
小編就不會美工,11
"沒疫苗,怎麼辦?
校正回歸就有啦!!!",11
"沒事，其實是
我又想偷懶了",11
*中學畢業後* 6 + 7都要用計算機計算的我,11
我就校正回歸,11
液苗終於來了!,11
你根本就還沒有18歲就看一些黃黃的,11
我就戴,11
是的 我沒梗了,11
我不是,11
"不知感恩的人特點： 1.不會有實際回饋，
睡前有把你放在心上，
就覺得自己就很偉大。

2.覺得只有物質給予才是付出，
其他形式的付出會被覺得理所當然

3.一直認為自己遲早也會回報你，
幹嘛要經常提起兩邊付出的落差。 #小路梗圖工作室",11
我就垃圾躺分仔,11
我就狂,11
我就爛哥對自己比了個讚,11
小時候有一次我拿著九十分的考卷回家我拿給爸爸看但他卻打了我他說這個零是我自己寫上去的但我到現在還很委屈因為零不是我寫的我寫的是九,11
"很多人一直揶揄：「台灣綠蛆是能投票嗎？把拜登當韓國瑜打？」 綠蛆吃紅腐肉... 剛剛好!! 侯友宜慘被綠營圍剿？韋安揭「3關鍵」看傻：民進黨瘋了嗎
疫情惡化又缺水電 孫大千：就職5周年蔡英文應向人民解釋
#夏瞎珍專欄 #韋不安 #噁心祖國 ##陳淞山幡點 #逆風的烏鴉 
綠營攻擊侯友宜最新手法曝光 羅智強問在地人找到真相",11
 我就宅,11
我就兇 ㄌㄩㄝ,11
梗圖 #410082,11
某外國企業辱華 小粉紅： 該用人民幣抵制了！,11
我就金身！,11
"父親被日本人炸死
北伐軍攻陷山海關 率部投降好了 IG@myteachereatsshit",11
他就有問題！,11
"你的情商有夠低
看你就像看著一個大87",11
我說你讚你就讚啦 我理解中的好老師,11
"$FOX
$FOX
$FOX ",11
都不用,11
"我就戴 IG:chinkaopei
金靠北",11
開冷氣時 也要開窗戶保持通風喔,11
看到這張梗圖就去做梗圖吧! 前提是你現在想的到梗,11
 你就可愛,11
不会写文案的码字机 我就烂 不会写文案又怎样？ 独一无二！不可或缺！ 糖！都是糖！！ 就算是日月也无法将她的光辉隐藏！！！ 赞啦！,11
現在的8+9:欸 同學要不要來根水果,11
写刀的码字机&节操君 我就写刀！ 刀你们！快乐！ 哈哈哈哈哈！！吃吧、不要抵抗了！,11
就是爛 我的生物知識,11
雞塊提醒你 要多喝水喔,11
ゆびゆび！,11
會考只剩十幾天，我還在玩手機 我就爛！！,11
5/1勞工遊行 我就外送員,11
阿北肉捧出事了阿北,11
我也要來棒棒,11
昨天下雨 今天請繼續下,11
我就養生,11
你的內心 當女朋友生氣叫你滾,11
既然遲早都要辱華 為何不一開始就辱呢？,11
當你考90分還被爸媽說不用功 我就爛!,11
老師表示我就爛,11
我就是個胖子,11
小米logo的變化只是變圓了點可是他媽就可以拿一堆錢 我就爛!!,11
早安 祝你開心,11
沒事啦小郭,11
我就敢,11
梗圖 #403425,11
我散戶我就讚,11
"新功能上線：
話題追蹤＆封鎖！ 有興趣 or 不感興趣的話題
可以追蹤或封鎖喔！
會影響出現在您首頁的順序喔！ Nice!",11
我就跟單狗🐶 汪汪,11
"我代替勞碌命女神
送你勞碌命的祝福 我就勞碌命！",11
你打卡了嗎? 我就打,11
 我就投機,11
職場8094讚,11
"當你要判斷磁場方向
結果用錯手時",11
我就機八,11
我就肥 外加 低能,11
其實點解你要del你之前嗰個號，你明明做得幾好啊 我就爛,11
我就貪,11
我就爛 當段考不是你的事的時候,11
燃料棒送出國恢復核電無望？！ 公投過了再買回來就好啦，怎麼樣都比幾千億的天然氣便宜,11
"醜女跟我告白,但是我拒絕她 我就爛",11
嘿，你知道吗？ 你超烂,11
有人把我認成巧克力包裝的人 爽啦,11
哪裡有梗 梗圖倉庫就在那,11
"台中
YT肆寶
讚啦！",11
当自己做完垃圾梗图时 我就烂,11
為了免錢尻尻... 我把名字改成飛機杯,11
我就瘋子,11
我爛到180度翻轉,11
我就爛 今天的我：,11
每周2.4.6,11
我就烂,11
中共就烂,11
超棒！,11
看到有新的或其他的V D起來,11
 芝色Get,11
"欠钱不还
再借不难啦",11
我就烂！！！ 人们都对我的未来担忧！ 老师还在尽力抢救！ 父母对我太失望！ 同学吹我赶快叫功课！,11
我不簽我驕傲 簽連署救核四？,11
當奈若的巴德要對老公的珊娜丟技能 我就空,11
感謝抖內 滿滿的心意都收到ㄌ,11
第一次看到梗圖產生器 我的表情,11
當奈若被問到關於工作資訊的時候 哇隆瓦咖奈啦,11
牛肉玩中路打劫的時候 我就爛,11
過年親戚問有沒有女朋友 我就gay,11
千張萬張長輩圖不如一句 我就祝你新年快樂！,11
當你遇到一個已讀不回,11
太棒了！我喜歡這種內容！,11
當你傳說五殺 哈囉noob,11
 我就單推啦,11
我就師奶,11
按讚 訂閱 分享 並開啟小鈴鐺 以免錯過最新資訊,11
認錯吧！ 要不你的錢⋯⋯ 哈哈！,11
我就歧視,11
我就爽,11
功课做完的话Send给我 蟹蟹,11
"功课做完记得
Send给我 蟹蟹 🌞",11
喜歡我的視頻子它? jay hsia的Youtube,11
我家沒有新冰箱,11
當高中國文又被當的時候 我就瀾,11
當你的英文被當的時候 I are bad!,11
生命會找到出路的 我就爛 我超屌的~,11
我感覺超棒,11
"影音攝影剪輯師 Video Editing Designer
全職
 ·
每月 NT$28,000 - NT$38,000
【工作內容】
**投遞履歷請提供相關作品參考**
派脆客旗下寵物食品與用品品牌正在各國穩健發展，我們需要招募新成員與我們共同打造更優質、更國際化讓各國消費者更喜愛的寵物食品及用品品牌！ 我們希望能招募具國際觀與創意的新成員，能考量不同國情發展各國消費者皆能共鳴的社群影音作品、具創意與幽默感、喜愛創新與藝術、喜愛團隊合作共創國際級作品!
我們期待你能…
- 協調與執行社群影音拍攝專案。主導影片拍攝(有協力同事)及所有道具美術等準備
- 配合出外景拍攝。具細心、抗壓，且有與團隊成員協調和企劃討論的能力
- 可獨立完成拍攝後素材企劃剪輯、影像製作、字卡、表情效果設計能力
- 洞悉時下網路網紅話題、時事與趨勢
- 有絕佳創意、美感、幽默感，對寵物產業以及社群經營有強烈的興趣
- 熟影片軟體工具操作Premiere pro、After Effects
加分條件…
- 有影片剪輯、特效2年以上經驗
- 能編撰劇本及腳本者尤佳
- 具平面美術編輯能力Photoshop、Illustrator等
- 有粉絲團/Youtube頻道上片PO文經驗更加分
- 能獨立作業者優先考慮
- 能挑戰不同類型的風格，勇於創新
- 職務類別：電腦繪圖人員,影片製作技術人員,多媒體動畫設計師
- 工作待遇：月薪28,000~38,000元
- 工作性質：全職
- 上班地點：新北市中和區
- 管理責任：不需負擔管理責任
- 出差外派：需出差，一年累積時間約一個月以下
- 上班時段：日班
- 休假制度：週休二日
- 可上班日：可年後上班
- 需求人數：1人
【相關條件】
- 接受身份：上班族,夜間就讀中,外籍人士
- 工作經歷：2年以上
- 學歷要求：專科以上
- 公司產業：寵物相關服務業
- 科系要求：不拘
- 語文條件：不拘
- 擅長工具：After Effects,Premiere,Adobe Photoshop,Illustrator
- 工作技能：各式影片剪接後製作業,執行影片拍攝作業,電腦繪圖軟體操作,繪圖工具與軟體操作,多媒體影像處理,數位攝影技巧
【其他條件】
【公司福利】
- 福利制度：特休假: 全年十天起跳 (試用期滿即可依到職月份比例享特休)
不打卡、彈性上下班時間規範
每日咖啡喝到飽
勞保、健保、勞退
三節禮金
年終績效獎金
員工在職訓練
人性化管理與愉悅的辦公環境 ",11
"社群影片拍攝/後製剪接員
全職
 ·
每月 NT$28,000 - NT$30,000
11天 · 啟發證券投資顧問股份有限公司 · 台北市
【工作內容】
1.有影片企劃能力，能掌握目標社群需求設計腳本發想影片，達到與各社群的共鳴感。
2.執行FB、Youtube影片、廣告之拍攝、後製等。
3.能獨立作業，對影片製作流程與分鏡有概念。影片錄影剪輯與後製，包含腳本繪製、影片企劃、場景及造形設計、剪接、編輯、配音等，擅長加入動畫、音樂特效，對影像製作具熱忱者尤佳。
4.對投資股票等熟悉、有興趣者尤佳。
- 職務類別：影片製作技術人員,攝影師,節目製作人員
- 工作待遇：月薪28,000~30,000元
- 工作性質：全職
- 上班地點：台北市中正區
- 管理責任：不需負擔管理責任
- 出差外派：無需出差外派
- 上班時段：日班
- 休假制度：週休二日
- 可上班日：一週內
- 需求人數：1~2人
【相關條件】
- 接受身份：應屆畢業生,夜間就讀中,二度就業
- 工作經歷：不拘
- 學歷要求：高中、專科、大學
- 公司產業：證券及期貨業
- 科系要求：不拘
- 語文條件：不拘
- 擅長工具：Premiere,Shockwave,Adobe Photoshop,CorelDraw,Illustrator
- 工作技能：電腦繪圖軟體操作,廣告設計概念,繪圖工具與軟體操作,多媒體影像處理,動畫程式撰寫,電腦動畫設計,數位攝影技巧
【其他條件】
【公司福利】
- 福利制度：1.勞保、健保
2.週休二日
3.獎金優渥、領先同業！
4.尾牙聚餐，溫情一家人。
5.三節禮券/禮品
6.供應午、晚餐
7.出差提供餐費、交通費
更多工作資訊請參考 ",11
我就吃貨,11
魯酥來點梗圖,11
我就DD我驕傲,11
我就87 也是低能,11
"強逼人民硬吞萊豬核食謀誰之利？孫大千質疑蔡政府：叛國賣台
蔣萬安個性太像馬英九 名嘴曝2022藍營第一戰將
萊豬爭議未平核食接力？ 羅智強：公投若沒過大家等著吃核食 我就油",11
我就600 警告：花蓮住宿不要賣太便宜 有人旅宿,11
 爛到勃起！！,11
 爛到勃起！爽～,11
87分不能在高了,11
"費鴻泰惡客說 張銘祐：很替中國想
美取消對台交往限制 孫大千：兩岸應防被算計為人作嫁
綠執政走鐘是誰害的？柯文哲：問題在蘇貞昌 民進黨是個部落
拚公投連署 羅智強預告將走出北市 全台鐵馬衝連署
 武漢就.... 惡客!!",11
 我就H,11
我就多,11
"柯文哲：執政走鐘因蘇貞昌 聽蔡英文講話起雞母皮
孫大千批鄭文燦是「萊豬市長」 桃市府回嗆：照孫的標準他是萊牛委員
賣台鐵證？ 羅智強：對陸出口史上新高 蔡英文綁進中國 斗六市虎尾溪水被染紅了 福懋興業重罰2000萬停工                   罰死你! 
TMD死沒良心!!",11
"健康又正常!! 不跟朋友夜衝,不去唱通宵
每天獨自慢跑上山上課
每天晚上十點睡覺
定期去醫院健康檢查",11
"柯文哲：執政走鐘因蘇貞昌 聽蔡英文講話起雞母皮
孫大千批鄭文燦是「萊豬市長」 桃市府回嗆：照孫的標準他是萊牛委員
賣台鐵證？ 羅智強：對陸出口史上新高 蔡英文綁進中國 說台灣依賴大陸的... 整組爛光光! 國民黨發言人陳偉杰也批評 民進黨根本練肖話",11
是!我就沒用!,11
讚啦~!加油,11
 我就套路,11
 我就FC,11
我就祝大家 新年快樂 我就祝大家,11
"耶,新年快樂 終於過完了這狗屎般的2020 錯字迷因",11
我就送木炭,11
我就爛啦！ 頌啦！,11
我就多重人格！,11
"我：小考都是範例題，
為什麼都不會算？ 生：你都記不住我們名字，
我記不得範例也是合情合理",11
我就雙重人格！,11
我就DD,11
你也做不到喔！ 別人做的到,11
我就婊,11
我就辱,11
"孫大千列民進黨六大困境：有功蔡英文分 有過蘇貞昌扛
萊豬被點名臉書遭灌爆 蔡適應反嗆羅智強想選北市長
蘇醫師被陳時中嗆法院見 名嘴看完民調驚吐一句 大江大海 ""龍""是假掰 假掰不用
成本 就來一張""籠智強""",11
當你覺得自己最近製作的梗圖都色色的 我就好色,11
現在還是單身的你 聖誕節跟跨年也還是只有你自己喔,11
我就愛唸！！,11
"張讚國觀點：盧秀燕無知無理又無耻 老師的評論... 真貼切 拚兩項公投連署 羅智強將縱橫台北、鐵馬縱走台灣
盧秀燕向AIT反萊豬突襲？ 孫大千：民進黨才是突襲高手
蘇醫師被陳時中嗆法院見 名嘴看完民調驚吐一句
首戰即終戰?友話直說",11
你小孩就爛 ,11
我沒有天王星龍 完全沒煩惱,11
我就幼稚！,11
"台中的燕子... 94D! 首戰即終戰?友話直說
認為萊劑有毒關3年？羅智強：我明早到北市警察局自首
蔡總統聲援黎智英 孫大千：要不要順便聲援蘇偉碩？",11
我就自私！,11
我就傻,11
"醫師站出來指萊豬有毒 羅智強點名「萊豬兄弟」聽到人民心聲？
蘇揆稱從政看重對得起天地人民 孫大千：不愧是政治金光黨 首 藍覺黨...  
繼續開啟靜音模式 只敢罵台灣！ 李俊俋酸藍對中共打壓香港「完全靜音」",11
你無效啦！,11
這次 LINE 的更新我很喜歡 給 你 一 個 讚 我可以在主頁上丟自己做的迷因了 /,11
 我就M,11
我就爛 爛到翻轉,11
四二六在MEME.... ok的! yes~ 蔡總統嗆馬英九尊重專業 孫大千嗆蔡總統：NCC不配稱專業機關 首戰即終戰?友話直說,11
"我是何志憲 我就爛
舒服啦！！",11
超棒的！,11
工程師,11
我就存！ 鳥類,11
 我就廢,11
爽啦！數學要不及格 我就爛😎,11
 好棒棒,11
燃燒可可+纖奶茶 @天泉草本,11
"控SOGO案遭妖魔化羅織罪名 蘇震清絕食捍衛清白 贊成!
不要浪費民脂民膏!! 首戰即終戰?友話直說
藍青年團嗆黨中央丟豬內臟不理性？ 羅友志反酸一句",11
感謝站長阿川新增封鎖功能,11
我 就 讚 你 也 讚 認同請分享 早安你好,11
 我就學,11
"幼稚園的""家長"" 就是""夠威"" 老師功能...
""配合演出"" 首戰即終戰?友話直說",11
我超強,11
"羅友志也向店家開玩笑說，「還有救啦，把店裡面某一款改成『貞昌下麵』，我保證讓蘇貞昌上面下面都開心，你就OK了！」 祖國的
邊界線~ 就是""紅""! 首戰即終戰?友話直說",11
"注意！功能更新！ 勁爆好用！ 文字底色功能上線！
方便做出更豐富的圖喔！ 試試看喔！ 可以追蹤站長喔～
第一時間得知新消息～",11
我就不給換照 NCC,11
台灣人 我就雙標,11
我就吵,11
我們是傳統壽司,11
我就孝！,11
 我 就 窮 ！,11
母湯喔,11
猜猜看,11
期中考完就是要斷網 學校,11
 我就讚,11
可以下單啦!!,11
 我就沒用,11
我就娘 怎樣 我就不一樣,11
讚,11
我就愛檢舉 ,11
當群組在討論嚴肅的事 欸有人要吃宵嗎,11
我就MAGA,11
好就這樣,11
我就 TI,11
我就𥄫女,11
"把六識的身識點到最高然後說自己不是肉體派 我
就
爛
!!",11
"我就爛
怎樣
要不然你來跟我比誰比較爛阿",11
老師：你今天要交一份罰抄 我:我不要 我: 我就爛 錯字迷因,11
再2個小時就離職,11
"*新功能上線*
留言按讚功能 可以對別人的留言按讚囉～ 看到有趣留言可以多按讚～",11
我沙雕我驕傲,11
我就胖,11
事到如今我也只能說 吖  不  就  好 棒  棒,11
 我就廢物,11
來啊！打我啊 文字可以拖動與旋轉！！,11
被主管說一句 我就玻璃心,11
我就 懶,11
"當你以為高中手機裡會充滿筆記
但其實充滿同學醜照 我就爛",11
鍾宇淇不要在數學課看別的東西哦,11
我就廢 Minecraft 萬歲!,11
"⭐功能更新⭐ 追蹤對象創作的圖片，
會優先出現在您的網友創作區！ 幫站長讚起來 👍
讓大家都看到這則貼文 👍",11
找不到簽到簿？ 在這裡啦！,11
當你成功惡搞這智障時 我的表情,11
羅智強斷言：中天關定了 民進黨下一步就是關TVBS 眾望所歸! 要送匾額嗎? 首戰即終戰?友話直說,11
就想拆!,11
"腳踏他人的心血壯
大自己的名利聲望
□□獸很多",11
下禮拜段考 現在在作梗圖 我就爛,11
她媽我就爛我就是要打台灣 習金維尼的行為:,11
來聽たま吧~,11
格蘭迪可以 你也可以！！,11
想吃，但是我怕胖 我就胖,11
我就懶,11
這麼好的東西 不給讚怎麼行,11
拍得真好！,11
我就可憐,11
這些都是我的婆 我就DD 我就D,11
"我
就
臭",11
我就棒 -翰文,11
我就吃,11
梗圖 #371490,11
我就是不發片，怎樣,11
我就粗,11
我就死肥宅,11
乖乖等出院 就喜歡粽子全力的戰吼,11
受死吧,11
斷句王,11
当考试完但你己经知道自己搞砸时 我就烂 @lee,11
"只要吳董一說話
旺宏變旺綠",11
抽不到SSR  我就菜,11
我就標！,11
當我數學考了16分 我真的爛,11
我就大ㄐㄐ,11
我就小ㄐㄐ,11
我就臭ㄐㄐ,11
"加利-林明進 犯後態度... 夠""硬"" 加利口罩事件…王淺秋稱：刻意經營的仇恨 首戰即終戰?友話直說
粉絲破百萬選2022台北市長/立委
王任賢曾讚「我們中國」防疫好棒棒 【獨家／黑心口罩】加利老闆中國公司曝光
神祕女合夥人揭密",11
中午還在宿醉的 我就爛 你：,11
暑假作業？？ the world!我全都抄,11
我就嫩,11
我全都聽 當你全部追的VTB開台了,11
我就王八蛋,11
"一隻試劑才50元 50*23000000=好窄? 操跑? 霉女? 全島大""補""篩",11
剪光頭被記過,11
切嚕♪,11
 你帶種！棒棒！,11
當我看到有人畫的超好看： 我就爛,11
 你很棒！,11
我就壞,11
我只是試試，別在意,11
"繼續幻想... 主流民意
               都是1450~ 春蟲到極致  
        極富""詩意""",11
"殺母無罪
吸毒就好",11
媒體中立是口號 綁架媒體是王道,11
我就一般！,11
爺爺：甚麼東西是有四隻腳，但是卻不能動呢？ 孫子：太簡單了吧！椅子啊！ 爺爺：不是，是你的小狗啊！牠昨天死了！ 爺爺：,11
我懶惰，我驕傲。,11
聽說今天台南有群震 我們幫他們按個讚,11
我就崩潰 ,11
我是中華人民共和國主席,11
